ID_Origen,ID_Destino,Costo,Via
A_64,B_83,652,Via Principal
B_19,B_84,1014,Via Principal
B_19,B_85,1100,Via Principal
B_48,B_86,1408,Via Principal
A_100,B_87,1017,Via Principal
A_23,B_88,1322,Via Principal
B_70,B_89,721,Via Principal
A_75,B_90,543,Via Principal
A_98,B_91,640,Via Principal
B_74,B_92,492,Via Principal
A_46,B_93,1054,Via Principal
B_66,B_94,780,Via Principal
A_45,B_95,1214,Via Principal
B_11,B_96,1457,Via Principal
A_82,B_97,509,Via Principal
A_41,B_98,376,Via Principal
A_23,B_99,1046,Via Principal
B_23,B_100,709,Via Principal
A_29,C_1,250,Via Principal
A_76,C_2,1317,Via Principal
B_36,C_3,1273,Via Principal
A_28,C_4,1149,Via Principal
A_81,C_5,1191,Via Principal
C_1,C_6,239,Via Principal
A_45,C_7,786,Via Principal
A_1,C_8,297,Via Principal
B_36,C_9,931,Via Principal
B_96,C_10,1207,Via Principal
A_30,C_11,665,Via Principal
B_4,C_12,397,Via Principal
B_44,C_13,487,Via Principal
A_45,C_14,731,Via Principal
B_47,C_15,541,Via Principal
B_30,C_16,197,Via Principal
B_27,C_17,190,Via Principal
A_1,C_18,932,Via Principal
A_95,C_19,1286,Via Principal
B_91,C_20,1140,Via Principal
A_70,C_21,530,Via Principal
B_10,C_22,788,Via Principal
B_10,C_23,1591,Via Principal
B_91,C_24,356,Via Principal
B_20,C_25,714,Via Principal
B_98,C_26,698,Via Principal
B_24,C_27,1017,Via Principal
A_98,C_28,946,Via Principal
A_56,C_29,777,Via Principal
A_43,C_30,695,Via Principal
A_12,C_31,1573,Via Principal
A_36,C_32,1113,Via Principal
A_89,C_33,626,Via Principal
B_56,C_34,281,Via Principal
A_56,C_35,837,Via Principal
A_95,C_36,555,Via Principal
B_32,C_37,100,Via Principal
A_13,C_38,1028,Via Principal
A_36,C_39,611,Via Principal
C_29,C_40,700,Via Principal
A_26,C_41,900,Via Principal
A_24,C_42,956,Via Principal
A_58,C_43,1363,Via Principal
B_5,C_44,830,Via Principal
A_46,C_45,688,Via Principal
A_70,C_46,27,Via Principal
B_94,C_47,1188,Via Principal
A_69,C_48,579,Via Principal
B_33,C_49,969,Via Principal
C_11,C_50,1300,Via Principal
A_38,C_51,1047,Via Principal
B_20,C_52,1397,Via Principal
B_59,C_53,1305,Via Principal
B_9,C_54,142,Via Principal
B_40,C_55,747,Via Principal
C_6,C_56,1047,Via Principal
A_11,C_57,1346,Via Principal
B_90,C_58,860,Via Principal
C_10,C_59,923,Via Principal
C_27,C_60,224,Via Principal
B_7,C_61,500,Via Principal
C_55,C_62,1170,Via Principal
A_4,C_63,524,Via Principal
B_4,C_64,688,Via Principal
C_35,C_65,415,Via Principal
B_46,C_66,248,Via Principal
B_100,C_67,760,Via Principal
B_55,C_68,1110,Via Principal
A_47,C_69,847,Via Principal
B_94,C_70,861,Via Principal
A_59,C_71,948,Via Principal
C_3,C_72,771,Via Principal
C_71,C_73,1011,Via Principal
A_5,C_74,943,Via Principal
C_25,C_75,707,Via Principal
B_52,C_76,491,Via Principal
B_85,C_77,596,Via Principal
B_27,C_78,769,Via Principal
A_63,C_79,1055,Via Principal
A_5,C_80,852,Via Principal
C_27,C_81,881,Via Principal
A_78,C_82,1128,Via Principal
B_99,C_83,587,Via Principal
C_36,C_84,1221,Via Principal
B_8,C_85,411,Via Principal
C_46,C_86,225,Via Principal
B_46,C_87,49,Via Principal
A_64,C_88,539,Via Principal
A_42,C_89,770,Via Principal
C_23,C_90,950,Via Principal
B_69,C_91,272,Via Principal
A_75,C_92,1081,Via Principal
A_41,C_93,620,Via Principal
B_44,C_94,572,Via Principal
B_22,C_95,886,Via Principal
B_51,C_96,1315,Via Principal
A_32,C_97,1161,Via Principal
C_33,C_98,472,Via Principal
B_9,C_99,1151,Via Principal
B_4,C_100,609,Via Principal
A_86,D_1,823,Via Principal
C_71,D_2,1448,Via Principal
B_45,D_3,711,Via Principal
A_5,D_4,599,Via Principal
A_32,D_5,223,Via Principal
B_12,D_6,289,Via Principal
C_68,D_7,855,Via Principal
B_1,D_8,1525,Via Principal
C_75,D_9,1469,Via Principal
A_54,D_10,916,Via Principal
C_38,D_11,191,Via Principal
A_70,D_12,246,Via Principal
B_84,D_13,523,Via Principal
B_24,D_14,304,Via Principal
B_69,D_15,136,Via Principal
B_66,D_16,584,Via Principal
B_31,D_17,175,Via Principal
C_59,D_18,901,Via Principal
B_3,D_19,979,Via Principal
C_81,D_20,742,Via Principal
A_22,D_21,794,Via Principal
A_24,D_22,1013,Via Principal
A_93,D_23,1063,Via Principal
A_38,D_24,607,Via Principal
B_90,D_25,607,Via Principal
A_18,D_26,1013,Via Principal
C_84,D_27,529,Via Principal
A_42,D_28,509,Via Principal
B_54,D_29,1094,Via Principal
C_42,D_30,1326,Via Principal
C_32,D_31,455,Via Principal
B_20,D_32,660,Via Principal
C_5,D_33,532,Via Principal
B_58,D_34,1393,Via Principal
D_5,D_35,828,Via Principal
C_83,D_36,1395,Via Principal
D_1,D_37,813,Via Principal
B_53,D_38,1239,Via Principal
B_8,D_39,1494,Via Principal
D_27,D_40,401,Via Principal
B_34,D_41,1658,Via Principal
B_42,D_42,1046,Via Principal
B_1,D_43,496,Via Principal
B_34,D_44,1309,Via Principal
B_17,D_45,422,Via Principal
A_16,D_46,351,Via Principal
A_75,D_47,607,Via Principal
C_24,D_48,630,Via Principal
D_9,D_49,1344,Via Principal
A_89,D_50,590,Via Principal
D_26,D_51,701,Via Principal
A_22,D_52,1117,Via Principal
B_57,D_53,302,Via Principal
B_52,D_54,882,Via Principal
C_69,D_55,1258,Via Principal
D_29,D_56,723,Via Principal
A_68,D_57,1449,Via Principal
C_8,D_58,317,Via Principal
C_34,D_59,375,Via Principal
C_6,D_60,336,Via Principal
A_20,D_61,1341,Via Principal
C_56,D_62,547,Via Principal
B_54,D_63,945,Via Principal
A_9,D_64,1074,Via Principal
B_29,D_65,1146,Via Principal
C_96,D_66,429,Via Principal
D_35,D_67,415,Via Principal
D_61,D_68,1582,Via Principal
B_80,D_69,1244,Via Principal
B_57,D_70,1021,Via Principal
D_63,D_71,653,Via Principal
B_96,D_72,1175,Via Principal
C_76,D_73,513,Via Principal
A_98,D_74,871,Via Principal
B_82,D_75,494,Via Principal
B_83,D_76,819,Via Principal
A_9,D_77,823,Via Principal
B_84,D_78,1183,Via Principal
A_55,D_79,415,Via Principal
B_14,D_80,1045,Via Principal
D_61,D_81,682,Via Principal
D_1,D_82,1251,Via Principal
A_72,D_83,489,Via Principal
C_22,D_84,423,Via Principal
B_86,D_85,1417,Via Principal
A_56,D_86,495,Via Principal
C_24,D_87,693,Via Principal
D_33,D_88,1044,Via Principal
C_12,D_89,1483,Via Principal
D_11,D_90,390,Via Principal
C_85,D_91,800,Via Principal
C_40,D_92,426,Via Principal
A_63,D_93,832,Via Principal
A_97,D_94,931,Via Principal
A_80,D_95,1160,Via Principal
D_79,D_96,1013,Via Principal
A_97,D_97,321,Via Principal
D_67,D_98,207,Via Principal
A_43,D_99,231,Via Principal
B_86,D_100,869,Via Principal
D_97,E_1,637,Via Principal
C_39,E_2,1205,Via Principal
A_10,E_3,522,Via Principal
B_40,E_4,991,Via Principal
A_94,E_5,434,Via Principal
D_66,E_6,312,Via Principal
B_48,E_7,1311,Via Principal
B_48,E_8,1084,Via Principal
D_60,E_9,319,Via Principal
B_4,E_10,705,Via Principal
C_45,E_11,734,Via Principal
C_9,E_12,1051,Via Principal
B_14,E_13,1105,Via Principal
D_88,E_14,1051,Via Principal
D_11,E_15,641,Via Principal
C_62,E_16,360,Via Principal
D_68,E_17,737,Via Principal
B_83,E_18,427,Via Principal
A_46,E_19,1031,Via Principal
B_26,E_20,1109,Via Principal
D_11,E_21,1135,Via Principal
B_64,E_22,425,Via Principal
C_98,E_23,564,Via Principal
C_61,E_24,700,Via Principal
A_85,E_25,1112,Via Principal
B_14,E_26,317,Via Principal
A_16,E_27,734,Via Principal
C_34,E_28,1255,Via Principal
E_20,E_29,456,Via Principal
D_65,E_30,114,Via Principal
D_97,E_31,1018,Via Principal
E_15,E_32,458,Via Principal
B_66,E_33,368,Via Principal
A_23,E_34,1330,Via Principal
C_18,E_35,537,Via Principal
A_4,E_36,951,Via Principal
B_75,E_37,576,Via Principal
D_15,E_38,1291,Via Principal
E_13,E_39,1031,Via Principal
A_6,E_40,1116,Via Principal
C_16,E_41,707,Via Principal
C_65,E_42,563,Via Principal
C_14,E_43,717,Via Principal
D_23,E_44,1605,Via Principal
B_89,E_45,792,Via Principal
C_13,E_46,834,Via Principal
A_74,E_47,896,Via Principal
D_73,E_48,1145,Via Principal
A_73,E_49,579,Via Principal
B_89,E_50,863,Via Principal
C_72,E_51,354,Via Principal
A_69,E_52,51,Via Principal
A_32,E_53,1246,Via Principal
E_20,E_54,229,Via Principal
D_7,E_55,1127,Via Principal
A_59,E_56,1046,Via Principal
A_65,E_57,797,Via Principal
A_82,E_58,521,Via Principal
B_29,E_59,1145,Via Principal
B_5,E_60,766,Via Principal
C_3,E_61,410,Via Principal
A_56,E_62,86,Via Principal
A_66,E_63,1114,Via Principal
B_11,E_64,1001,Via Principal
B_80,E_65,494,Via Principal
C_45,E_66,1193,Via Principal
E_31,E_67,1601,Via Principal
D_45,E_68,508,Via Principal
D_23,E_69,117,Via Principal
B_19,E_70,351,Via Principal
A_36,E_71,536,Via Principal
E_14,E_72,364,Via Principal
B_17,E_73,703,Via Principal
A_50,E_74,416,Via Principal
C_64,E_75,1174,Via Principal
C_63,E_76,1112,Via Principal
A_28,E_77,357,Via Principal
E_69,E_78,757,Via Principal
B_14,E_79,775,Via Principal
C_60,E_80,358,Via Principal
B_70,E_81,542,Via Principal
C_26,E_82,308,Via Principal
B_23,E_83,881,Via Principal
C_77,E_84,459,Via Principal
D_98,E_85,349,Via Principal
B_99,E_86,608,Via Principal
D_27,E_87,835,Via Principal
A_43,E_88,391,Via Principal
E_70,E_89,905,Via Principal
E_38,E_90,282,Via Principal
C_81,E_91,494,Via Principal
B_15,E_92,938,Via Principal
C_48,E_93,279,Via Principal
E_66,E_94,950,Via Principal
D_45,E_95,1028,Via Principal
B_59,E_96,492,Via Principal
C_80,E_97,782,Via Principal
C_67,E_98,738,Via Principal
D_60,E_99,734,Via Principal
B_30,E_100,594,Via Principal
B_3,F_1,1572,Via Principal
E_6,F_2,798,Via Principal
B_80,F_3,1173,Via Principal
A_30,F_4,1133,Via Principal
C_26,F_5,498,Via Principal
E_79,F_6,457,Via Principal
B_15,F_7,1364,Via Principal
B_100,F_8,853,Via Principal
A_57,F_9,664,Via Principal
E_87,F_10,1320,Via Principal
C_13,F_11,975,Via Principal
B_53,F_12,1222,Via Principal
C_72,F_13,219,Via Principal
C_98,F_14,921,Via Principal
F_8,F_15,1294,Via Principal
C_27,F_16,559,Via Principal
E_85,F_17,427,Via Principal
C_41,F_18,1086,Via Principal
E_7,F_19,71,Via Principal
C_3,F_20,563,Via Principal
B_94,F_21,816,Via Principal
E_50,F_22,1488,Via Principal
B_25,F_23,760,Via Principal
D_54,F_24,630,Via Principal
F_1,F_25,970,Via Principal
C_18,F_26,1168,Via Principal
A_50,F_27,1469,Via Principal
D_73,F_28,887,Via Principal
B_79,F_29,755,Via Principal
F_6,F_30,251,Via Principal
E_58,F_31,463,Via Principal
B_92,F_32,1082,Via Principal
E_14,F_33,331,Via Principal
D_4,F_34,1091,Via Principal
E_80,F_35,1281,Via Principal
A_82,F_36,884,Via Principal
A_16,F_37,127,Via Principal
C_51,F_38,654,Via Principal
E_33,F_39,374,Via Principal
A_49,F_40,1031,Via Principal
C_2,F_41,586,Via Principal
A_50,F_42,1798,Via Principal
D_55,F_43,687,Via Principal
A_90,F_44,1325,Via Principal
D_3,F_45,1104,Via Principal
E_28,F_46,1474,Via Principal
A_32,F_47,508,Via Principal
B_68,F_48,623,Via Principal
C_86,F_49,485,Via Principal
A_52,F_50,669,Via Principal
C_76,F_51,1081,Via Principal
B_74,F_52,845,Via Principal
E_95,F_53,95,Via Principal
D_37,F_54,675,Via Principal
E_52,F_55,669,Via Principal
A_8,F_56,92,Via Principal
B_23,F_57,401,Via Principal
B_100,F_58,621,Via Principal
A_49,F_59,560,Via Principal
D_72,F_60,480,Via Principal
A_54,F_61,1257,Via Principal
D_66,F_62,799,Via Principal
D_12,F_63,275,Via Principal
E_18,F_64,130,Via Principal
A_53,F_65,1453,Via Principal
D_90,F_66,1454,Via Principal
C_15,F_67,1235,Via Principal
F_39,F_68,566,Via Principal
D_96,F_69,935,Via Principal
C_71,F_70,1111,Via Principal
D_4,F_71,963,Via Principal
F_42,F_72,1442,Via Principal
B_2,F_73,554,Via Principal
E_60,F_74,1085,Via Principal
E_93,F_75,939,Via Principal
B_19,F_76,395,Via Principal
A_51,F_77,126,Via Principal
B_18,F_78,294,Via Principal
E_22,F_79,773,Via Principal
B_22,F_80,766,Via Principal
B_95,F_81,903,Via Principal
E_93,F_82,1513,Via Principal
F_34,F_83,813,Via Principal
E_16,F_84,961,Via Principal
B_5,F_85,1011,Via Principal
E_37,F_86,413,Via Principal
C_5,F_87,1092,Via Principal
E_58,F_88,234,Via Principal
E_50,F_89,1272,Via Principal
C_26,F_90,1157,Via Principal
B_74,F_91,793,Via Principal
C_8,F_92,766,Via Principal
F_72,F_93,426,Via Principal
A_7,F_94,557,Via Principal
D_57,F_95,1194,Via Principal
F_26,F_96,1255,Via Principal
D_86,F_97,885,Via Principal
D_50,F_98,825,Via Principal
D_50,F_99,440,Via Principal
C_6,F_100,1398,Via Principal
C_51,G_1,966,Via Principal
C_34,G_2,580,Via Principal
D_46,G_3,1046,Via Principal
E_80,G_4,257,Via Principal
C_68,G_5,98,Via Principal
E_93,G_6,1230,Via Principal
E_79,G_7,359,Via Principal
D_23,G_8,1072,Via Principal
B_57,G_9,998,Via Principal
A_31,G_10,708,Via Principal
A_93,G_11,1179,Via Principal
E_56,G_12,795,Via Principal
C_25,G_13,591,Via Principal
D_16,G_14,1190,Via Principal
D_39,G_15,753,Via Principal
F_1,G_16,784,Via Principal
C_4,G_17,543,Via Principal
C_50,G_18,110,Via Principal
A_34,G_19,314,Via Principal
C_75,G_20,284,Via Principal
D_41,G_21,777,Via Principal
A_20,G_22,555,Via Principal
E_97,G_23,428,Via Principal
D_79,G_24,647,Via Principal
C_4,G_25,438,Via Principal
C_24,G_26,509,Via Principal
A_93,G_27,1115,Via Principal
C_94,G_28,399,Via Principal
D_17,G_29,611,Via Principal
D_52,G_30,331,Via Principal
B_40,G_31,39,Via Principal
F_36,G_32,909,Via Principal
D_70,G_33,1219,Via Principal
F_97,G_34,698,Via Principal
B_21,G_35,411,Via Principal
G_10,G_36,1595,Via Principal
B_76,G_37,763,Via Principal
B_54,G_38,1045,Via Principal
A_25,G_39,1150,Via Principal
D_51,G_40,1085,Via Principal
B_50,G_41,1366,Via Principal
E_52,G_42,262,Via Principal
A_58,G_43,1080,Via Principal
C_75,G_44,534,Via Principal
G_3,G_45,1175,Via Principal
D_97,G_46,565,Via Principal
C_56,G_47,1044,Via Principal
F_17,G_48,512,Via Principal
A_90,G_49,721,Via Principal
A_56,G_50,944,Via Principal
D_59,G_51,161,Via Principal
F_52,G_52,481,Via Principal
C_73,G_53,1104,Via Principal
F_30,G_54,846,Via Principal
F_53,G_55,632,Via Principal
A_53,G_56,417,Via Principal
B_28,G_57,329,Via Principal
D_79,G_58,332,Via Principal
G_53,G_59,649,Via Principal
B_23,G_60,470,Via Principal
A_73,G_61,447,Via Principal
A_88,G_62,485,Via Principal
D_59,G_63,1471,Via Principal
G_59,G_64,304,Via Principal
A_22,G_65,686,Via Principal
G_34,G_66,1030,Via Principal
B_80,G_67,213,Via Principal
D_89,G_68,1473,Via Principal
E_54,G_69,815,Via Principal
F_72,G_70,1495,Via Principal
A_24,G_71,836,Via Principal
A_6,G_72,940,Via Principal
D_1,G_73,1050,Via Principal
E_57,G_74,1369,Via Principal
E_36,G_75,1286,Via Principal
A_79,G_76,111,Via Principal
B_47,G_77,930,Via Principal
E_2,G_78,1016,Via Principal
B_45,G_79,533,Via Principal
E_75,G_80,1283,Via Principal
E_11,G_81,1027,Via Principal
F_83,G_82,1312,Via Principal
A_38,G_83,431,Via Principal
B_92,G_84,179,Via Principal
F_31,G_85,452,Via Principal
G_7,G_86,245,Via Principal
A_96,G_87,717,Via Principal
E_59,G_88,1258,Via Principal
E_59,G_89,1616,Via Principal
D_88,G_90,1016,Via Principal
B_50,G_91,413,Via Principal
C_61,G_92,865,Via Principal
F_47,G_93,639,Via Principal
E_35,G_94,843,Via Principal
A_94,G_95,266,Via Principal
D_21,G_96,1103,Via Principal
D_6,G_97,1019,Via Principal
A_34,G_98,902,Via Principal
E_4,G_99,765,Via Principal
A_94,G_100,1203,Via Principal
B_6,H_1,952,Via Principal
G_28,H_2,1069,Via Principal
F_11,H_3,1084,Via Principal
A_33,H_4,144,Via Principal
E_99,H_5,1115,Via Principal
G_98,H_6,1487,Via Principal
D_57,H_7,1200,Via Principal
D_68,H_8,1182,Via Principal
G_97,H_9,378,Via Principal
E_24,H_10,825,Via Principal
D_64,H_11,1286,Via Principal
F_47,H_12,750,Via Principal
A_93,H_13,388,Via Principal
D_63,H_14,956,Via Principal
B_40,H_15,1219,Via Principal
D_66,H_16,1488,Via Principal
C_35,H_17,206,Via Principal
G_59,H_18,1161,Via Principal
B_66,H_19,663,Via Principal
G_7,H_20,1018,Via Principal
D_29,H_21,249,Via Principal
D_96,H_22,849,Via Principal
B_21,H_23,184,Via Principal
A_1,H_24,722,Via Principal
B_59,H_25,620,Via Principal
G_23,H_26,964,Via Principal
E_73,H_27,562,Via Principal
E_30,H_28,1005,Via Principal
A_14,H_29,969,Via Principal
G_35,H_30,588,Via Principal
C_65,H_31,686,Via Principal
E_29,H_32,1700,Via Principal
F_92,H_33,708,Via Principal
C_38,H_34,1249,Via Principal
F_54,H_35,437,Via Principal
C_74,H_36,872,Via Principal
A_99,H_37,1058,Via Principal
E_30,H_38,332,Via Principal
A_91,H_39,608,Via Principal
B_47,H_40,658,Via Principal
G_22,H_41,670,Via Principal
G_35,H_42,491,Via Principal
D_61,H_43,1593,Via Principal
F_49,H_44,485,Via Principal
D_78,H_45,434,Via Principal
F_75,H_46,410,Via Principal
A_67,H_47,474,Via Principal
H_43,H_48,1078,Via Principal
D_7,H_49,324,Via Principal
A_18,H_50,1642,Via Principal
A_23,H_51,1290,Via Principal
F_80,H_52,1045,Via Principal
D_84,H_53,864,Via Principal
G_59,H_54,486,Via Principal
B_74,H_55,702,Via Principal
C_47,H_56,740,Via Principal
E_77,H_57,1431,Via Principal
C_50,H_58,137,Via Principal
G_61,H_59,646,Via Principal
D_62,H_60,697,Via Principal
F_28,H_61,716,Via Principal
F_39,H_62,479,Via Principal
A_5,H_63,1263,Via Principal
D_71,H_64,1351,Via Principal
B_35,H_65,309,Via Principal
B_21,H_66,1130,Via Principal
F_40,H_67,207,Via Principal
A_40,H_68,1528,Via Principal
E_13,H_69,1161,Via Principal
E_60,H_70,559,Via Principal
F_93,H_71,1460,Via Principal
C_93,H_72,1393,Via Principal
A_29,H_73,1003,Via Principal
E_70,H_74,644,Via Principal
E_71,H_75,270,Via Principal
H_11,H_76,457,Via Principal
D_45,H_77,1469,Via Principal
F_46,H_78,756,Via Principal
A_18,H_79,195,Via Principal
C_16,H_80,820,Via Principal
D_36,H_81,1163,Via Principal
C_82,H_82,418,Via Principal
B_45,H_83,804,Via Principal
E_65,H_84,977,Via Principal
E_46,H_85,1218,Via Principal
C_92,H_86,806,Via Principal
C_76,H_87,908,Via Principal
E_56,H_88,957,Via Principal
D_1,H_89,1020,Via Principal
E_63,H_90,392,Via Principal
F_17,H_91,537,Via Principal
C_23,H_92,1249,Via Principal
F_29,H_93,713,Via Principal
E_84,H_94,1042,Via Principal
A_19,H_95,285,Via Principal
D_69,H_96,608,Via Principal
F_36,H_97,805,Via Principal
H_63,H_98,1129,Via Principal
F_8,H_99,1563,Via Principal
G_32,H_100,745,Via Principal
F_90,I_1,36,Via Principal
F_87,I_2,444,Via Principal
F_44,I_3,1051,Via Principal
G_37,I_4,1008,Via Principal
A_8,I_5,1138,Via Principal
B_25,I_6,873,Via Principal
C_1,I_7,1538,Via Principal
B_62,I_8,488,Via Principal
B_93,I_9,192,Via Principal
G_94,I_10,1186,Via Principal
G_58,I_11,1331,Via Principal
C_38,I_12,1188,Via Principal
A_27,I_13,771,Via Principal
F_72,I_14,1666,Via Principal
B_58,I_15,864,Via Principal
B_57,I_16,1284,Via Principal
F_62,I_17,773,Via Principal
G_83,I_18,809,Via Principal
B_78,I_19,766,Via Principal
F_83,I_20,666,Via Principal
C_94,I_21,466,Via Principal
D_19,I_22,218,Via Principal
F_54,I_23,730,Via Principal
G_52,I_24,766,Via Principal
C_73,I_25,530,Via Principal
A_21,I_26,517,Via Principal
C_52,I_27,1106,Via Principal
H_45,I_28,1678,Via Principal
F_97,I_29,881,Via Principal
H_31,I_30,480,Via Principal
H_32,I_31,618,Via Principal
D_45,I_32,1740,Via Principal
E_76,I_33,1084,Via Principal
B_50,I_34,1661,Via Principal
C_13,I_35,544,Via Principal
F_31,I_36,975,Via Principal
B_85,I_37,520,Via Principal
A_36,I_38,435,Via Principal
A_8,I_39,144,Via Principal
H_16,I_40,309,Via Principal
G_80,I_41,994,Via Principal
A_94,I_42,828,Via Principal
C_56,I_43,539,Via Principal
H_52,I_44,402,Via Principal
G_94,I_45,457,Via Principal
B_72,I_46,1114,Via Principal
H_16,I_47,1524,Via Principal
D_50,I_48,1269,Via Principal
H_55,I_49,830,Via Principal
D_47,I_50,758,Via Principal
C_21,I_51,1937,Via Principal
A_22,I_52,1549,Via Principal
F_31,I_53,1150,Via Principal
A_45,I_54,249,Via Principal
A_42,I_55,607,Via Principal
B_48,I_56,1269,Via Principal
